name,kind,domain,omics_type,contributing_projects,n_projects,n_implementations,licenses,integration_mode,redistributable,signature,external_deps,source_paths,description,native_connectors,availability
initialize_run_directories,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,initialize_run_directories(config),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
initialize_session,tool,CRISPR-GPT,general,CRISPR-GPT,1,1,NONE,adapter-only,False,initialize_session(),,CRISPR-GPT/main.py,Initialize a new session,,needs-new-adapter
initialize_stella,tool,STELLA,general,STELLA,1,1,Apache-2.0,vendor,True,"initialize_stella(use_template, use_mem0, enable_tool_creation)",,STELLA/stella_core.py,Initialize Stella without launching Gradio interface - for use by other UIs,,wrappable
install_packages_conda,tool,STELLA,general,STELLA,1,1,Apache-2.0,vendor,True,"install_packages_conda(env_name, packages)",,STELLA/predefined_tools.py,Install packages in a conda environment. Args: env_name: Name of the conda environment packages: Space-separated list of packages to install Returns: Result of the package installation,,wrappable
install_packages_pip,tool,STELLA,general,STELLA,1,1,Apache-2.0,vendor,True,"install_packages_pip(env_name, packages)",,STELLA/predefined_tools.py,Install pip packages in a conda environment. Args: env_name: Name of the conda environment packages: Space-separated list of pip packages to install Returns: Result of the pip installation,,wrappable
interactive_dataset_selection,tool,src/agentomics/datasets,general,Agentomics,1,1,MIT,vendor,True,interactive_dataset_selection(datasets),,Agentomics/src/agentomics/datasets/datasets_interactive.py,,,wrappable
interpret_result,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,"interpret_result(model, var_names, trait, condition, threshold, print_output)",,GenoMAS/tools/statistics.py,"This function interprets and reports the result of a trained linear regression model, where the regressor consists of one variable about some biomedical condition and multiple variables about genetic factors. The function extracts coefficients and p-",mcp-genes-ontologies,already-available
intogen_search,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,"intogen_search(query_list, json_path, model_name)",,STELLA/new_tools/virtual_screening_tools.py,Search and extract gene information from IntOGen database. IntOGen provides a framework to identify potential cancer driver genes using large-scale mutational data from sequenced tumor samples. By harmonising tumor sequencing data from the ICGC/TCGA ,mcp-cancer-models;mcp-genes-ontologies,already-available
ipd_request,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,ipd_request(args),,BioMedArena/harness/tools/openai_ported/handlers.py,,,wrappable
is_public_csv_dataset,tool,src/agentomics/datasets,general,Agentomics,1,1,MIT,vendor,True,is_public_csv_dataset(source_dir),,Agentomics/src/agentomics/datasets/csv_converter.py,,,wrappable
is_test_csv_dataset,tool,src/agentomics/datasets,general,Agentomics,1,1,MIT,vendor,True,is_test_csv_dataset(source_dir),,Agentomics/src/agentomics/datasets/csv_converter.py,,,wrappable
is_wandb_active,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,is_wandb_active(),,Agentomics/src/agentomics/run_logging/logging_helpers.py,,,wrappable
jina_search,tool,web/literature search,general,OrigeneMCP,1,1,NONE,adapter-only,False,jina_search(query),web/literature search,OrigeneMCP/tools/search/server.py,"Run the jina DeepSearch engine with a given query, retrieving and filtering results.",,needs-new-adapter
json_llm_call,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,"json_llm_call(request, model_name)",,STELLA/new_tools/llm.py,Function for making LLM calls with JSON response Args: request: User message (should ask for JSON format) model_name: Model to use Returns: Parsed JSON response,mcp-genes-ontologies,already-available
judge_and_remove_biased_features,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,"judge_and_remove_biased_features(df, trait)",,GenoMAS/tools/preprocess.py,"Evaluate and remove biased features from the dataset. Checks if trait, age, and gender distributions are biased. Removes age and gender features if they are biased.",mcp-genes-ontologies,already-available
judge_binary_variable_biased,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,"judge_binary_variable_biased(dataframe, col_name, min_proportion, min_num)",,GenoMAS/tools/preprocess.py,Check if a binary variable's distribution is too biased for analysis.,mcp-genes-ontologies,already-available
judge_continuous_variable_biased,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,"judge_continuous_variable_biased(dataframe, col_name)",,GenoMAS/tools/preprocess.py,"Check if the distribution of a continuous variable in the dataset is too biased to be usable for analysis. As a starting point, we consider it biased if all values are the same. For the next step, maybe ask GPT to judge based on quartile statistics c",mcp-genes-ontologies,already-available
kegg_conv,tool,KEGG,general,OrigeneMCP,1,1,NONE,adapter-only,False,"kegg_conv(target_db, source_db_or_dbentries, option)",KEGG,OrigeneMCP/tools/kegg/server.py,"This operation can be used to convert entry identifiers (accession numbers) of outside databases to KEGG identifiers, and vice versa. The first form allows database to database mapping, while the second form allows conversion of a selected number of entries. The database name ""genes"" may be used only in the second form. Args: target_db: Target Db (string) source_db_or_dbentries: Source Db Or Dbent",,needs-new-adapter
kegg_find,tool,KEGG,general,OrigeneMCP,1,1,NONE,adapter-only,False,"kegg_find(db, query, option)",KEGG,OrigeneMCP/tools/kegg/server.py,"KEGG find - Data search. Finds entries with matching query keywords or other query data in a given database. Args: db: KEGG database (string) query: Keywords or identifiers to search (string) option: Additional Search Options (string) Query example: {""db"": ""genes"", ""query"": ""p53"", ""option"": """"} Returns: tab-delimited text",mcp-protein-annotation,already-available
kegg_link,tool,KEGG,general,OrigeneMCP,1,1,NONE,adapter-only,False,"kegg_link(target_db, source_db_or_dbentries, option)",KEGG,OrigeneMCP/tools/kegg/server.py,"KEGG link - find related entries by using database cross-references. Args: target_db: Specify the name of the target database to map to (string) source_db_or_dbentries: Database name or Specific entry identifier (string) option: Control the format or range of the returned results(string) Query example: {""target_db"": ""pathway"", ""source_db_or_dbentries"": ""hsa:10458"", ""option"": """"} Returns: tab-delim",mcp-protein-annotation,already-available
kegg_list,tool,KEGG,general,OrigeneMCP,1,1,NONE,adapter-only,False,"kegg_list(db, org)",KEGG,OrigeneMCP/tools/kegg/server.py,"This operation can be used to obtain a list of all entries in each database.When the organism code is known, the second form can be used to obtain a list of organism-specific pathways.The third form is a similar option for brite hierarchies.The fourth form may be used to obtain a list of definitions for a given set of database entry identifiers. The maximum number of identifiers that can be given ",,needs-new-adapter
kegg_pathway_search,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,"kegg_pathway_search(gene_name, organism)",,STELLA/new_tools/kegg_pathway_search.py,"Search KEGG database for gene involvement in pathways, especially immune-related ones. Args: gene_name (str): Name or symbol of the gene to search for organism (str, optional): Organism code (default: ""hsa"" for human) Returns: Dict[str, Union[str, in",mcp-genes-ontologies,already-available
keyword_check,tool,new_tools/_core_guard,general,STELLA,1,1,Apache-2.0,vendor,True,"keyword_check(text, threshold)",,STELLA/new_tools/_core_guard/keyword_filter.py,,mcp-genes-ontologies,already-available
knowledge_base,tool,BioMedAgent,general,BioMedAgent,1,1,NONE,adapter-only,False,"knowledge_base(item_key, query_key, query_value, question_id, task_id)",,BioMedAgent/utils.py,,,needs-new-adapter
line_generator,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,"line_generator(source, source_type)",,GenoMAS/tools/preprocess.py,Generator that yields lines from a file or a string. Parameters: - source: File path or string content. - source_type: 'file' or 'string'.,mcp-genes-ontologies;mcp-protein-annotation,already-available
list_dataset_names,tool,src/agentomics/datasets,general,Agentomics,1,1,MIT,vendor,True,list_dataset_names(),,Agentomics/src/agentomics/datasets/create_datasets.py,,,wrappable
list_dynamic_tools,tool,STELLA,general,STELLA,1,1,Apache-2.0,vendor,True,list_dynamic_tools(),,STELLA/stella_core.py,List all dynamically created tools. Returns: List of created tools with their purposes,mcp-genes-ontologies,already-available
list_local_protocols,tool,protocols,general,Biomni,1,1,Apache-2.0,vendor,True,list_local_protocols(source=...),,Biomni/biomni/tool/tool_description/protocols.py,List available protocol files in the local biomni/tool/protocols/ directory. Includes protocols from Addgene and Thermo Fisher Scientific.,mcp-genes-ontologies,already-available
list_public_hubs,tool,UCSC Genome Browser,general,OrigeneMCP,1,1,NONE,adapter-only,False,list_public_hubs(),UCSC Genome Browser,OrigeneMCP/tools/ucsc/server.py,"Get list of all public UCSC track hubs. Args: None Query example: {} Returns: A dictionary containing a list of public UCSC track hubs under the 'publicHubs' key, where each hub is described by fields such as hubUrl, shortLabel, longLabel, registrationTime, dbCount, dbList, and descriptionUrl, along with metadata like download time.",mcp-genomes,already-available
list_required_api_keys,tool,src/agentomics/utils/providers,general,Agentomics,1,1,MIT,vendor,True,list_required_api_keys(),,Agentomics/src/agentomics/utils/providers/provider.py,List required environment variables for all available providers.,,wrappable
list_tcga_cancer_types,tool,TCGA,general,OrigeneMCP,1,1,NONE,adapter-only,False,list_tcga_cancer_types(),TCGA,OrigeneMCP/tools/tcga/server.py,"List all supported TCGA cancer types. Use this when user asks what cancers are available for analysis. Returns: List of cancer types with TCGA ID, English name, and Chinese name.",mcp-cancer-models,already-available
llmcall,tool,scripts,general,BioMedAgent,1,1,NONE,adapter-only,False,"llmcall(model, temperature, messages, config)",,BioMedAgent/scripts/llm.py,,,needs-new-adapter
llmresponse,tool,scripts,general,BioMedAgent,1,1,NONE,adapter-only,False,"llmresponse(uid, config)",,BioMedAgent/scripts/llm.py,,,needs-new-adapter
load_action_units,tool,core,general,GenoMAS,1,1,MIT,vendor,True,"load_action_units(agent_id, use_generated, context)",,GenoMAS/core/prompt_loader.py,"Load action units for a specific agent. Args: agent_id: Agent identifier ('geo', 'tcga', or 'statistician') use_generated: If True, try to load generated version first context: Optional runtime context for augmentation (e.g., {'subdirs': [...]}) Retu",mcp-omics-archives,already-available
load_best_iteration_snapshot_iteration,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_best_iteration_snapshot_iteration(config),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_completed_tasks,tool,utils,general,GenoMAS,1,1,MIT,vendor,True,load_completed_tasks(version_dir),,GenoMAS/utils/utils.py,"Load the set of completed tasks from a JSON file. If the file doesn't exist, return an empty set.",,wrappable
load_config,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,"load_config(config_path, missing_ok)",,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_config_from_run_dir,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,"load_config_from_run_dir(run_dir, missing_ok)",,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_config_from_run_dir_and_reroot,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_config_from_run_dir_and_reroot(run_dir),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_current_iteration_base_prompt,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_current_iteration_base_prompt(config),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_current_iteration_index,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_current_iteration_index(config),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_current_iteration_system_prompt,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_current_iteration_system_prompt(config),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_dataset_meta_from_config,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_dataset_meta_from_config(config),,Agentomics/src/agentomics/runtime/generate_final_reports.py,,,wrappable
load_dataset_metadata,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_dataset_metadata(config),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_dynamic_tool,tool,STELLA,general,STELLA,1,1,Apache-2.0,vendor,True,"load_dynamic_tool(tool_name, add_to_agents)",,STELLA/stella_core.py,Dynamically load a tool from the new_tools directory and optionally add it to agents. Args: tool_name: Name of the tool to load add_to_agents: Whether to add the loaded tool to dev_agent and tool_creation_agent Returns: Status of the loading operatio,mcp-genes-ontologies,already-available
load_env_file,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,load_env_file(path),,STELLA/Tool_Creation_Benchmark/hard_set/run_openrouter_batch.py,Load KEY=VALUE pairs from an env file into process environment. Returns number of variables loaded.,,wrappable
load_existing_csv_keys,tool,Tool_Creation_Benchmark/simple_set,general,STELLA,1,1,Apache-2.0,vendor,True,"load_existing_csv_keys(result_csv, resume_no_dupes)",,STELLA/Tool_Creation_Benchmark/simple_set/run_benchmark.py,"Load result CSV if it exists; return set of (task_id, q_id, model, run_id, repeat_idx) for dedup.",,wrappable
load_ground_truth,tool,Tool_Creation_Benchmark/simple_set,general,STELLA,1,1,Apache-2.0,vendor,True,load_ground_truth(gt_path),,STELLA/Tool_Creation_Benchmark/simple_set/score_results.py,Load Q_ID -> correct letter (A/B/C/D) from the unified MCQ answer key.,,wrappable
load_iteration_duration,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_iteration_duration(iteration_dir),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_iteration_metadata,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_iteration_metadata(iteration_dir),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_iteration_state,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_iteration_state(iteration_dir),,Agentomics/src/agentomics/runtime/read_write_utils.py,,,wrappable
load_json,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,load_json(path),,STELLA/Tool_Creation_Benchmark/hard_set/run_openrouter_batch.py,,,wrappable
load_last_cohort_info,tool,utils,general,GenoMAS,1,1,MIT,vendor,True,load_last_cohort_info(version_dir),,GenoMAS/utils/utils.py,,,wrappable
load_manifest_direction,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,load_manifest_direction(manifest_dir),,STELLA/Tool_Creation_Benchmark/hard_set/summarize_eval.py,,,wrappable
load_memory_data,tool,utils,general,GenoMAS,1,1,MIT,vendor,True,load_memory_data(data_dir),,GenoMAS/utils/visualize_memory_reuse.py,Load all memory tracking data from the output directory,,wrappable
load_prompts,tool,core,general,GenoMAS,1,1,MIT,vendor,True,load_prompts(use_generated),,GenoMAS/core/prompt_loader.py,Load prompts from the prompts package. Note: Action units are now loaded separately via load_action_units(). Args: use_generated: Not used anymore for this function (kept for compatibility) Returns: PromptContainer with all loaded prompts (excluding ,,wrappable
load_run_meta,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_run_meta(config),,Agentomics/src/agentomics/runtime/generate_final_reports.py,,,wrappable
load_saved_metrics,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,load_saved_metrics(metrics_path),,Agentomics/src/agentomics/runtime/generate_final_reports.py,,,wrappable
load_split_label_dfs,tool,src/agentomics/datasets,general,Agentomics,1,1,MIT,vendor,True,load_split_label_dfs(source_splits),,Agentomics/src/agentomics/datasets/label_processing.py,,mcp-drug-regulatory,already-available
load_step_output,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,"load_step_output(config, step_id, iteration_dir)",,Agentomics/src/agentomics/runtime/step_outputs.py,,,wrappable
load_step_outputs,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,"load_step_outputs(config, iteration_dir, step_sequence)",,Agentomics/src/agentomics/runtime/step_outputs.py,,,wrappable
load_validation_metrics,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,"load_validation_metrics(config, iter_dir)",,Agentomics/src/agentomics/runtime/generate_final_reports.py,,,wrappable
locus_to_gene_mapper,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,locus_to_gene_mapper(args),,BioMedArena/harness/tools/openai_ported/handlers.py,"Thin Open Targets L2G helper. action='credibleSetsForVariant' (needs 'variant_id' e.g. '1_55516888_G_GA') action='credibleSetsForStudyLocus' (needs 'study_locus_id') action='l2g_for_gene_disease' (needs 'ensembl_id' + 'efo_id') For full multi-signal orchestration, chain with olsp_opentargets_graphql",mcp-clinical-genomics,already-available
log_files,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,"log_files(config, files, iteration)",,Agentomics/src/agentomics/run_logging/logging_helpers.py,,,wrappable
log_iteration_duration,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,"log_iteration_duration(iteration, duration)",,Agentomics/src/agentomics/run_logging/logging_helpers.py,,,wrappable
log_iteration_metrics,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,"log_iteration_metrics(metrics, iteration, task_type)",,Agentomics/src/agentomics/run_logging/logging_helpers.py,,,wrappable
log_new_best,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,"log_new_best(iteration, is_new_best)",,Agentomics/src/agentomics/run_logging/logging_helpers.py,,,wrappable
log_serial_metrics,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,"log_serial_metrics(prefix, task_type, metrics, iteration, step_metric)",,Agentomics/src/agentomics/run_logging/logging_helpers.py,,,wrappable
log_split_is_allowed,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,"log_split_is_allowed(iteration, is_allowed)",,Agentomics/src/agentomics/run_logging/logging_helpers.py,,mcp-drug-regulatory,already-available
log_test_inference_duration,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,log_test_inference_duration(duration),,Agentomics/src/agentomics/run_logging/logging_helpers.py,,,wrappable
login_to_wandb,tool,src/agentomics/run_logging,general,Agentomics,1,1,MIT,vendor,True,login_to_wandb(api_key),,Agentomics/src/agentomics/run_logging/logging_helpers.py,,,wrappable
main,tool,scripts,general,Agentomics;AutoBA;CellAgent;GenoMAS;STELLA,5,5,Apache-2.0;MIT;NONE,vendor,True,"main(init_data_list, output_dir, init_goal_description, model_engine, openai_api, execute, blacklist, gui_mode, cpu, rag)",,Agentomics/scripts/validate_release_version.py;AutoBA/app.py;CellAgent/main.py;GenoMAS/eval.py;STELLA/stella_core.py,"Main evaluation function that can evaluate different tasks. Args: pred_dir: Path to prediction directory ref_dir: Path to reference directory tasks: List of tasks to evaluate ('selection', 'preprocessing', 'analysis') or None to evaluate all preproce",,wrappable
make_500_response,tool,test,general,Agentomics,1,1,MIT,vendor,True,make_500_response(),,Agentomics/test/test_retry_transport.py,,,wrappable
make_check_ack_state,tool,crisprgpt,general,CRISPR-GPT,1,1,NONE,adapter-only,False,make_check_ack_state(ret),,CRISPR-GPT/crisprgpt/logic.py,,,needs-new-adapter
make_job,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,"make_job(src_cfg, run_cfg_dir, out_batch_dir, batch_tag, models, repeats)",,STELLA/Tool_Creation_Benchmark/hard_set/run_openrouter_batch.py,,,wrappable
make_jwt,tool,test,general,Agentomics,1,1,MIT,vendor,True,make_jwt(payload),,Agentomics/test/test_codex_provider.py,,,wrappable
mapping_identifiers,tool,STRING,general,OrigeneMCP,1,1,NONE,adapter-only,False,"mapping_identifiers(genes, species)",STRING,OrigeneMCP/tools/STRING/server.py,"Maps common protein names, synonyms and UniProt identifiers into STRING identifiers Args: genes: A list of names of the genes, required (array) species: A number of NCBI/STRING taxon (integer) Query example: {""genes"": [""TP53"", ""BRCA1""], ""species"": 9606} Returns: List of dictionaries containing STRING identifiers for genes",mcp-genes-ontologies;mcp-protein-annotation;mcp-pubmed,already-available
meld,tool,clinical_calculators,general,BioMedArena,1,1,MIT,vendor,True,"meld(bilirubin, inr, creatinine, sodium, on_dialysis)",,BioMedArena/harness/tools/clinical_calculators.py,MELD-Na score for liver disease severity.,,wrappable
merge_labels_and_preds,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,"merge_labels_and_preds(labeled, preds, meta)",,Agentomics/src/agentomics/runtime/generate_final_reports.py,,,wrappable
metabolights_request,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,metabolights_request(args),,BioMedArena/harness/tools/openai_ported/handlers.py,,,wrappable
metric_direction,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,metric_direction(primary_metric),,STELLA/Tool_Creation_Benchmark/hard_set/summarize_eval.py,,,wrappable
metrics_table_flowable,tool,src/agentomics/runtime,general,Agentomics,1,1,MIT,vendor,True,"metrics_table_flowable(metrics_by_split, split_order, val_metric, styles)",,Agentomics/src/agentomics/runtime/generate_final_reports.py,,,wrappable
mgnify_request,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,mgnify_request(args),,BioMedArena/harness/tools/openai_ported/handlers.py,,mcp-omics-archives,already-available
mirdb_get_geneset_by_mirname,tool,multi-db search,general,OrigeneMCP,1,1,NONE,adapter-only,False,"mirdb_get_geneset_by_mirname(mirname, candidates)",multi-db search,OrigeneMCP/tools/dbsearch/server.py,"Query the predicted target gene symbols for a specific human miRNA (e.g., hsa-miR-3140-5p) from the miRDB database. Args: mirname (str): The name of the human miRNA. It must follow one of the standard naming formats: - 3-part format: hsa-mir-8068 - 4-part format: hsa-mir-3140-5p or hsa-let-7g-5p All valid miRNA names must begin with the ""hsa-"" prefix. candidates (list[str]): The choice list of tar",mcp-genes-ontologies,already-available
monitor_training_logs,tool,STELLA,general,STELLA,1,1,Apache-2.0,vendor,True,"monitor_training_logs(log_file_path, lines)",,STELLA/predefined_tools.py,Monitor training logs by reading the last N lines of a log file. Args: log_file_path: Path to the log file lines: Number of lines to read from the end (default: 50) Returns: Last N lines of the log file,,wrappable
mousemine_get_geneset_from_mpid,tool,multi-db search,general,OrigeneMCP,1,1,NONE,adapter-only,False,mousemine_get_geneset_from_mpid(mpid),multi-db search,OrigeneMCP/tools/dbsearch/server.py,"Retrieve a list of mouse gene symbols associated with a given MGI phenotype ID (MPID) from the MouseMine keyword search results page. Args: mpid (str): Mouse Phenotype ID (e.g., ""MP:0005386"") to query in MouseMine. Returns: List[str]: A list of gene symbols (strings) associated with the given MPID. Only includes genes of type ""Protein Coding Gene"". Example: >>> self.mousemine_get_geneset_from_mpid",mcp-genes-ontologies,already-available
multi_entity_search_by_query_string,tool,OpenTargets,general,OrigeneMCP,1,1,NONE,adapter-only,False,"multi_entity_search_by_query_string(queryString, entityNames, page, required)",OpenTargets,OrigeneMCP/tools/tooluniverse/data/opentarget_tools.json,"Perform a multi-entity search based on a query string, filtering by entity names and pagination settings. Args: queryString: The search string for querying information. entityNames: List of entity names to search for (e.g., target, disease, drug). page: Pagination settings with index and size. Query example: { ""queryString"": ""inflammatory bowel disease"", ""entityNames"": [""disease""], ""page"": { ""inde",mcp-clinical-genomics;mcp-protein-annotation,already-available
multi_source_search,tool,STELLA,general,STELLA,1,1,Apache-2.0,vendor,True,"multi_source_search(query, sources)",,STELLA/predefined_tools.py,"Unified search tool with flexible source combinations for different needs. Args: query: Search query sources: Comma-separated sources. Options: • ""google"" - Basic Google search (~0.3s) • ""google,serpapi"" - Enhanced Google search (~1-2s, DEFAULT) • ""g",,wrappable
ncbi_blast,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,ncbi_blast(args),,BioMedArena/harness/tools/openai_ported/handlers.py,,mcp-pubmed,already-available
ncbi_clinicaltables,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,ncbi_clinicaltables(args),,BioMedArena/harness/tools/openai_ported/handlers.py,,mcp-pubmed,already-available
ncbi_datasets,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,ncbi_datasets(args),,BioMedArena/harness/tools/openai_ported/handlers.py,,mcp-pubmed,already-available
nih_stroke_scale,tool,clinical_calculators,general,BioMedArena,1,1,MIT,vendor,True,nih_stroke_scale(),,BioMedArena/harness/tools/clinical_calculators.py,"NIH Stroke Scale (simplified — sum of domain scores). Domains: consciousness (0-3), gaze (0-2), visual (0-3), facial_palsy (0-3), motor_arm_left (0-4), motor_arm_right (0-4), motor_leg_left (0-4), motor_leg_right (0-4), ataxia (0-2), sensory (0-2), language (0-3), dysarthria (0-2), neglect (0-2).",,wrappable
nk_gene_analyzer,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,nk_gene_analyzer(genes_list),,STELLA/new_tools/nk_gene_analyzer.py,"Analyzes a list of genes for NK cell-mediated killing resistance in A375 melanoma cells. This tool queries at least 10 biomedical databases using available query tools, focuses on key mechanisms (MHC-I, IFN-γ, NK ligands, apoptosis, adhesion), assign",mcp-genes-ontologies,already-available
nk_gene_analyzer_enhanced,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,"nk_gene_analyzer_enhanced(genes_list, use_real_databases)",,STELLA/new_tools/enhanced_nk_gene_analyzer.py,Enhanced version of NK Gene Analyzer that can optionally use real database queries. This tool analyzes a list of genes for NK cell-mediated killing resistance in A375 melanoma cells by querying multiple biomedical databases using available query tool,mcp-genes-ontologies,already-available
normalize_answer,tool,Tool_Creation_Benchmark/simple_set,general,STELLA,1,1,Apache-2.0,vendor,True,normalize_answer(s),,STELLA/Tool_Creation_Benchmark/simple_set/score_results.py,Normalize to single letter A/B/C/D or None if invalid/unanswered.,,wrappable
normalize_data,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,"normalize_data(X_train, X_test)",,GenoMAS/tools/statistics.py,"Normalize features by centering and scaling using training set statistics. Args: X_train (np.ndarray): Training feature matrix of shape (n_samples, n_features). X_test (np.ndarray, optional): Test feature matrix of shape (n_samples, n_features). Retu",mcp-genes-ontologies,already-available
normalize_gene_symbols,tool,utils,general,GenoMAS,1,1,MIT,vendor,True,normalize_gene_symbols(gene_symbols),,GenoMAS/utils/utils.py,"Use gene synonym information extracted from the NCBI Gene database to normalize gene symbols in a list, and return a list of normalized symbols. Unmatched symbols are converted to None.",mcp-genes-ontologies;mcp-pubmed,already-available
normalize_gene_symbols_in_index,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,normalize_gene_symbols_in_index(gene_df),,GenoMAS/tools/preprocess.py,"Use gene synonym information extracted from the NCBI Gene database to normalize gene symbols in dataframe index, and aggregate rows with same normalized symbol.",mcp-genes-ontologies;mcp-pubmed,already-available
normalize_model,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,normalize_model(row),,STELLA/Tool_Creation_Benchmark/hard_set/summarize_eval.py,,,wrappable
normalize_scores,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,"normalize_scores(scores, temperature)",,STELLA/new_tools/virtual_screening_tools.py,"Normalize scores using softmax transformation with temperature control. Args: scores: List of numerical scores to normalize temperature: Controls distribution sharpness (lower = sharper contrasts) Lower values (e.g., 0.5) create sharper contrasts bet",mcp-genes-ontologies,already-available
normalize_trait,tool,utils,general,GenoMAS,1,1,MIT,vendor,True,normalize_trait(trait),,GenoMAS/utils/utils.py,,,wrappable
observation,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,"observation(task, model, score, repeat)",,STELLA/Tool_Creation_Benchmark/hard_set/test_summarize_eval.py,,,wrappable
omim_disease_search,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,"omim_disease_search(disease_terms, model_name)",,STELLA/new_tools/virtual_screening_tools.py,"Search and extract gene-disease relationship information from the OMIM database. The OMIM (Online Mendelian Inheritance in Man) database is a comprehensive catalog of human genes and genetic disorders, focusing on the relationship between phenotype a",mcp-genes-ontologies,already-available
openrouter_chat,tool,Tool_Creation_Benchmark/simple_set,general,STELLA,1,1,Apache-2.0,vendor,True,"openrouter_chat(model_id, messages, api_key, timeout)",,STELLA/Tool_Creation_Benchmark/simple_set/run_benchmark.py,"Call OpenRouter chat completions. Returns (content_str, full_response_dict). content_str is the assistant message text; full_response_dict is the JSON response for logging.",,wrappable
